coach_id,name,team,position_college,position_title,position_start,position_end
836,Mary Grimes,Binghamton,LeMoyne College,Head Women's Basketball Coach,2021,2024
836,Mary Grimes,Binghamton,Xavier University,Assistant Coach,2019,2022
836,Mary Grimes,Binghamton,LeMoyne College,Assistant Coach,2017,2019
836,Mary Grimes,Binghamton,UAlbany,Assistant Coach,2010,2016
836,Mary Grimes,Binghamton,Syracuse University,Assistant Coach/Recruiting Coordinator,2005,2010
836,Mary Grimes,Binghamton,LeMoyne College,Assistant Coach,2003,2005
837,Zakiya Saunders,Binghamton,Binghamton,Assistant Women's Basketball Coach,NA,NA
838,Jason Marshall,Binghamton,Binghamton,Assistant Women's Basketball Coach,NA,NA
839,Evelyn Thompson,Binghamton,Binghamton,Assistant Women's Basketball Coach,NA,NA
840,Lytoya Baker,Binghamton,Binghamton,Women's Basketball Video Coordinator,NA,NA
841,Emma MacDonough,Binghamton,Binghamton,Women's Basketball Director of Operations,NA,NA
842,Amy Vachon,Maine,Maine,Head Coach,2017,NA
842,Amy Vachon,Maine,Maine,Interim Head Coach,2016,2017
842,Amy Vachon,Maine,Maine,Associate Head Coach,2016,2016
842,Amy Vachon,Maine,Maine,Assistant Coach/Recruiting Coordinator,2012,2016
842,Amy Vachon,Maine,Maine,Assistant Coach,2011,2012
842,Amy Vachon,Maine,Catherine McAuley High School,Head Coach,NA,2011
843,Courtney England,Maine,Maine,Associate Head Coach,2021,NA
843,Courtney England,Maine,Maine,Assistant Coach,2017,2021
843,Courtney England,Maine,Presbyterian,Assistant Coach,2016,2017
843,Courtney England,Maine,New Hampshire,Director of Basketball Operations/Acting Assistant Coach,2015,2016
844,Tom Biskup,Maine,Maine,Assistant Coach/Recruiting Coordinator,2021,NA
844,Tom Biskup,Maine,Maine,Assistant Coach,2018,2021
844,Tom Biskup,Maine,Maine,Director of Operations,2017,2018
844,Tom Biskup,Maine,Roanoke College,Assistant Coach,2014,2017
844,Tom Biskup,Maine,Southern Maine Community College,Assistant Coach,2012,2014
845,Tanesha Sutton,Maine,Maine,Assistant Coach,2024,NA
845,Tanesha Sutton,Maine,Community College of Philadelphia,Assistant Coach,2020,NA
846,Matt Peyton,Maine,Maine,Sports Performance Coach/Director of Operations (WBB),2018,NA
846,Matt Peyton,Maine,Rome Braves,Strength and Conditioning Coach,2017,2018
846,Matt Peyton,Maine,Maine,Assistant Sports Performance Coach,2017,2017
846,Matt Peyton,Maine,Creighton University,Intern,2016,2017
846,Matt Peyton,Maine,University of Nebraska Omaha,Head Strength and Conditioning Intern,2014,2016
847,Ann Maxim,Maine,Maine,Director of Academic Support Services for Student-Athletes,2003,NA
847,Ann Maxim,Maine,Maine,"Director, Academic & Career Exploration",1998,2003
847,Ann Maxim,Maine,Maine,"Counselor, Academic & Career Exploration",1998,1998
847,Ann Maxim,Maine,Maine,Head Women's Cross Country Coach,1994,1998
847,Ann Maxim,Maine,Maine,Assistant Men's and Women's Track & Field and Cross Country Coach,1990,1994
848,Tiffany Sardin,Presbyterian College,Presbyterian College,Head Women's Basketball Coach,2023,NA
848,Tiffany Sardin,Presbyterian College,Saint Louis University,Associate Head Coach,2022,2023
848,Tiffany Sardin,Presbyterian College,Chicago State,Head Women's Basketball Coach,2020,2022
848,Tiffany Sardin,Presbyterian College,Longwood University,Associate Head Coach/Recruiting Coordinator,2018,2020
848,Tiffany Sardin,Presbyterian College,Clemson,Assistant Coach,2016,2018
848,Tiffany Sardin,Presbyterian College,Boston University,Assistant Coach,2015,2016
848,Tiffany Sardin,Presbyterian College,University of Illinois-Chicago,Assistant Coach,2013,2015
848,Tiffany Sardin,Presbyterian College,Mount Olive College,Assistant Coach,2012,2013
849,Ivey Slaughter,Presbyterian College,Presbyterian College,Assistant Coach,2024,NA
849,Ivey Slaughter,Presbyterian College,UNC Asheville,Assistant Coach,2022,2024
850,Elyse Kiploks,Presbyterian College,Presbyterian College,Assistant Coach,2024,NA
850,Elyse Kiploks,Presbyterian College,Ferrum College,Associate Head Women's Basketball Coach,2022,2024
850,Elyse Kiploks,Presbyterian College,Charleston Southern,Director of Basketball Operations,2017,2019
851,Grant Raedle,Presbyterian College,Presbyterian College,Assistant Coach/Director of Basketball Operations,2025,NA
851,Grant Raedle,Presbyterian College,Triton College,Assistant Coach,2024,2025
851,Grant Raedle,Presbyterian College,Northwestern University,Graduate Assistant,2022,2024
851,Grant Raedle,Presbyterian College,Loyola University Chicago,Student Manager,NA,2022
852,Martin Henry,Presbyterian College,Presbyterian College,Assistant Coach,2025,NA
852,Martin Henry,Presbyterian College,UIC,Assistant Coach,2013,NA
853,Lynne-Ann Kokoski,Bryant,Bryant,Head Women's Basketball Coach,2023,NA
853,Lynne-Ann Kokoski,Bryant,UMass,Assistant Coach/Offensive Coordinator,2019,2023
853,Lynne-Ann Kokoski,Bryant,William & Mary,Assistant Coach,2016,2019
853,Lynne-Ann Kokoski,Bryant,Providence College,Director of Operations,2012,2016
853,Lynne-Ann Kokoski,Bryant,Bryant,Assistant Coach,2009,2012
853,Lynne-Ann Kokoski,Bryant,Bryant,Director of Marketing and Promotions,NA,2009
854,Michael Murphy,Bryant,Bryant,Assistant Coach,NA,NA
855,Cheri Eleazer,Bryant,Bryant,Assistant Coach,NA,NA
856,Devin Hill,Bryant,Bryant,Assistant Coach / Recruiting Coordinator,NA,NA
857,Reilly Howard,Bryant,Bryant,Assistant Coach / Director of Basketball Operations,2024,NA
857,Reilly Howard,Bryant,George Washington,Graduate Assistant,2023,2024
857,Reilly Howard,Bryant,St. Mary's College of Maryland,Assistant Coach,2022,2023
857,Reilly Howard,Bryant,Florida State,Student Manager,2017,2022
858,Austin Parkinson,Butler,Butler,Head Coach,2022,NA
858,Austin Parkinson,Butler,IUPUI,Head Coach,2010,2022
858,Austin Parkinson,Butler,IUPUI,Assistant Coach,2008,2010
859,Latrell Fleming,Butler,Butler,Assistant Coach,2022,NA
859,Latrell Fleming,Butler,IUPUI,Assistant Coach,2014,2022
859,Latrell Fleming,Butler,Northern Illinois,Assistant Coach,2013,2015
859,Latrell Fleming,Butler,Milwaukee,Video Coordinator,2012,2013
859,Latrell Fleming,Butler,Wisconsin,Student Assistant Coach,2001,2006
860,Kristin Wodrich,Butler,Butler,Assistant Coach,2022,NA
860,Kristin Wodrich,Butler,UIndy,Head Coach,2016,2022
860,Kristin Wodrich,Butler,IUPUI,Assistant Coach/Recruiting Coordinator/Academic Liaison/Guard Player Development,2013,2016
860,Kristin Wodrich,Butler,UMBC,Head Assistant Coach,2011,2013
860,Kristin Wodrich,Butler,Holy Cross,Assistant Coach,2010,2011
860,Kristin Wodrich,Butler,Texas Tech,Graduate Assistant,2008,2010
861,Holly Hoopingarner,Butler,Butler,Assistant Coach,2022,NA
861,Holly Hoopingarner,Butler,IUPUI,Assistant Coach,2021,2022
861,Holly Hoopingarner,Butler,Florida,Graduate Assistant Coach,2020,2021
862,Chelsey Perry,Butler,Butler,Assistant Coach,2025,NA
862,Chelsey Perry,Butler,Taylor University,Assistant Coach,2024,2025
863,Falecia Porter,Butler,Butler,General Manager/Director of Player Development,2025,NA
863,Falecia Porter,Butler,Connecticut Sun,Director of Team Development and Organizational Growth,2024,2025
863,Falecia Porter,Butler,Connecticut Sun,Manager of Youth Development,2022,2024
863,Falecia Porter,Butler,Fitch High School,Head Coach,NA,NA
863,Falecia Porter,Butler,Stonington High School,Coach,2018,NA
863,Falecia Porter,Butler,Kosovo Heritage,Director of Operations,2023,NA
863,Falecia Porter,Butler,Progression Training LLC,CEO/Co-owner,2020,2022
864,Megan Berry,Butler,Butler,Director of Operations,2022,NA
864,Megan Berry,Butler,IUPUI,Director of Operations,2021,2022
864,Megan Berry,Butler,Maryville University,Assistant Coach/Recruiting Coordinator,2019,2021
864,Megan Berry,Butler,Indiana Pacers Athletic Center,Event Coordinator/Facility Manager,NA,2019
864,Megan Berry,Butler,Delta High School,Varsity Assistant Coach,NA,NA
865,Lee Cummard,Brigham Young,BYU,Head Women's Basketball Coach,2025,NA
865,Lee Cummard,Brigham Young,BYU,Associate Head Coach,2022,2025
865,Lee Cummard,Brigham Young,BYU,Assistant Coach,2019,2022
865,Lee Cummard,Brigham Young,BYU,Assistant Coach,2018,2019
865,Lee Cummard,Brigham Young,BYU,Graduate Assistant,2016,2018
866,Jordan Loera,Brigham Young,Brigham Young,Assistant Coach - Recruiting Coordinator,NA,NA
866,Jordan Loera,Brigham Young,Eastern Washington,Assistant Coach,2022,NA
866,Jordan Loera,Brigham Young,Southern Utah,Graduate Manager/Director of Operations,2019,2021
867,Keilani Unga,Brigham Young,Brigham Young,Assistant Coach,2023,NA
867,Keilani Unga,Brigham Young,Utah Valley University,Assistant Coach,2019,2023
867,Keilani Unga,Brigham Young,Mountain View High School,Assistant Coach,2014,2016
868,Josh Edwards,Brigham Young,BYU,Director of Player Development,2023,NA
868,Josh Edwards,Brigham Young,BYU,Director of Video and Strategy,2022,2023
868,Josh Edwards,Brigham Young,College of Southern Idaho,Assistant Women's Basketball Coach,2015,2022
868,Josh Edwards,Brigham Young,University of Pikeville,Assistant Women's Basketball Coach,2013,2014
868,Josh Edwards,Brigham Young,Chattahoochee High School,Freshman Boys Head Coach/Varsity Assistant,2012,2013
869,Andrew Curtis,Brigham Young,Brigham Young,Assistant Coach,NA,NA
869,Andrew Curtis,Brigham Young,Perry High School,Head Coach,2016,2025
869,Andrew Curtis,Brigham Young,Corona del Sol High School,Assistant Coach,2015,2016
870,Paisley Johnson-Harding,Brigham Young,Brigham Young,Assistant Coach,NA,NA
870,Paisley Johnson-Harding,Brigham Young,Utah Valley,Assistant Coach,2024,2025
870,Paisley Johnson-Harding,Brigham Young,Timpview High School,Head Coach,2023,2024
871,Dallin Hucks,Brigham Young,BYU,"Director of Video, Strategy and Analytics",2024,NA
871,Dallin Hucks,Brigham Young,BYU,Graduate Assistant,2023,NA
871,Dallin Hucks,Brigham Young,Lehi High School,Assistant Coach,2021,2022
871,Dallin Hucks,Brigham Young,BYU,Assistant Coach/Film Breakdown,2021,2021
871,Dallin Hucks,Brigham Young,BYU,Practice Player/Manager,2020,2021
872,Jonathan Tsipis,Western Carolina,Western Carolina,Head Women's Basketball Coach,2024,NA
872,Jonathan Tsipis,Western Carolina,Marquette,Advisor for Scouting and Analytics,2022,2024
872,Jonathan Tsipis,Western Carolina,Wisconsin,Head Women's Basketball Coach,2016,2021
872,Jonathan Tsipis,Western Carolina,George Washington,Head Women's Basketball Coach,2012,2016
872,Jonathan Tsipis,Western Carolina,Notre Dame,Associate Head Coach/Recruiting Coordinator,2008,2012
872,Jonathan Tsipis,Western Carolina,Notre Dame,Assistant Coach,2003,2008
872,Jonathan Tsipis,Western Carolina,UNC Greensboro,Director of Basketball Operations,2002,2003
872,Jonathan Tsipis,Western Carolina,Elon,Men's Basketball Assistant Coach,2000,2002
872,Jonathan Tsipis,Western Carolina,Le Moyne,Men's Basketball Assistant Coach,1999,2000
872,Jonathan Tsipis,Western Carolina,Cornell,Men's Basketball Assistant Coach/Volunteer Aide,1996,1999
872,Jonathan Tsipis,Western Carolina,Duke,Undergraduate Men's Basketball Staff Assistant,1995,1996
873,Alison Seberger,Western Carolina,Western Carolina,Associate Head Women's Basketball Coach,NA,NA
873,Alison Seberger,Western Carolina,UAB,Assistant Coach,2021,NA
873,Alison Seberger,Western Carolina,North Alabama,Assistant Coach,2019,2021
873,Alison Seberger,Western Carolina,Kent State,Director of Basketball Operations,2016,2019
873,Alison Seberger,Western Carolina,Lenoir-Rhyne,Assistant Coach,NA,2016
874,Darius Barksdale,Western Carolina,Western Carolina,Assistant Coach,2024,NA
874,Darius Barksdale,Western Carolina,Marquette,Director of Video and Player Development,2023,2024
875,Sydney Lowery,Western Carolina,Western Carolina,Assistant Coach,2024,NA
875,Sydney Lowery,Western Carolina,Florida State,Graduate Assistant,2022,2024
875,Sydney Lowery,Western Carolina,St. Luke's,Assistant Coach,NA,NA
876,Claire Kaifes,Western Carolina,Western Carolina,Assistant Coach,2024,NA
876,Claire Kaifes,Western Carolina,Kansas Elite AAU,Head Coach,NA,2024
876,Claire Kaifes,Western Carolina,Staley High,Assistant Coach,NA,2024
876,Claire Kaifes,Western Carolina,Marquette,"Student Worker, Marketing Department",2021,2024
877,Andrea Shire,Western Carolina,Western Carolina,Graduate Assistant,NA,NA
878,Chris Kielsmeier,Cleveland State,Cleveland State,Head Women's Basketball Coach,2018,NA
878,Chris Kielsmeier,Cleveland State,Wayne State College,Head Women's Basketball Coach,2008,2018
878,Chris Kielsmeier,Cleveland State,Howard Payne University,Head Women's Basketball Coach,2000,2008
878,Chris Kielsmeier,Cleveland State,Howard Payne University,Assistant Coach,1999,2000
878,Chris Kielsmeier,Cleveland State,Iowa State,Intern,NA,NA
879,Jenna Bolstad,Cleveland State,Cleveland State,Assistant Coach,2025,NA
879,Jenna Bolstad,Cleveland State,Northern Illinois,Assistant Coach/Co-Defensive Coordinator/Guard Development/Team Culture and Leadership Coordinator,NA,2025
879,Jenna Bolstad,Cleveland State,Miles Community College,Head Coach,NA,NA
879,Jenna Bolstad,Cleveland State,Montana Tech,Assistant Coach,NA,NA
879,Jenna Bolstad,Cleveland State,Williston State College,Assistant Coach,NA,NA
880,Steve Lanpher,Cleveland State,Cleveland State,Assistant Coach,2025,NA
880,Steve Lanpher,Cleveland State,Randolph College,Head Coach,2019,2025
880,Steve Lanpher,Cleveland State,NJIT,Head Coach,2013,2019
880,Steve Lanpher,Cleveland State,Vermont,Associate Head Coach,NA,NA
880,Steve Lanpher,Cleveland State,UMass,Associate Head Coach,NA,NA
880,Steve Lanpher,Cleveland State,Norwich University,Head Coach,NA,NA
880,Steve Lanpher,Cleveland State,The Combine Academy,Head Coach,NA,NA
880,Steve Lanpher,Cleveland State,Lamar,Head Coach,NA,NA
880,Steve Lanpher,Cleveland State,Pratt Community College,Head Coach,NA,NA
880,Steve Lanpher,Cleveland State,Dean College,Head Coach,NA,NA
881,Chenara Wilson,Cleveland State,Cleveland State,Assistant Coach,2024,NA
881,Chenara Wilson,Cleveland State,Slippery Rock University,Acting Head Coach,2022,2023
881,Chenara Wilson,Cleveland State,Slippery Rock University,Assistant Coach,2015,2022
881,Chenara Wilson,Cleveland State,Mercyhurst Northeast,Head Coach,2012,2015
881,Chenara Wilson,Cleveland State,Cuyahoga Community College,Assistant Coach,2007,2012
882,Shelby Zoeckler,Cleveland State,Cleveland State,Assistant Coach,2023,NA
882,Shelby Zoeckler,Cleveland State,Cleveland State,Director of Basketball Operations,2021,2023
883,Hanna Zerr,Cleveland State,Cleveland State,Director of Basketball Operations,2023,NA
883,Hanna Zerr,Cleveland State,Cleveland State,Special Assistant to the Head Coach,2022,2023
883,Hanna Zerr,Cleveland State,Special Olympics South Dakota,Assistant Director of Unified Champion Schools,NA,2022
883,Hanna Zerr,Cleveland State,Augustana University,Graduate Assistant for Athletics Administration,NA,NA
884,Carolyn Wochele,Cleveland State,Cleveland State,Video Coordinator,NA,NA
885,Kevin Pederson,Coastal Carolina,Coastal Carolina,Head Women's Basketball Coach,2022,NA
885,Kevin Pederson,Coastal Carolina,Lander,Associate Athletic Director,2016,2022
885,Kevin Pederson,Coastal Carolina,Lander,Head Women's Basketball Coach,2005,2022
885,Kevin Pederson,Coastal Carolina,Anderson,Head Women's Basketball Coach,2002,2005
885,Kevin Pederson,Coastal Carolina,Anderson,Head Junior Varsity Men's Basketball Coach,2000,2002
885,Kevin Pederson,Coastal Carolina,Anderson,Assistant Men's Basketball Coach,1999,2005
885,Kevin Pederson,Coastal Carolina,Clemson,"Student Manager, Men's Basketball",1994,1999
886,DeCole Shoemate Robertson,Coastal Carolina,Coastal Carolina,Associate Head Women's Basketball Coach,2022,NA
886,DeCole Shoemate Robertson,Coastal Carolina,Lander,Assistant Women's Basketball Coach,2011,2022
886,DeCole Shoemate Robertson,Coastal Carolina,Lander,Volunteer Coach,2006,2008
886,DeCole Shoemate Robertson,Coastal Carolina,Brewton-Parker College,Head Women's Basketball Coach,2008,2011
886,DeCole Shoemate Robertson,Coastal Carolina,Brewton-Parker College,Assistant Women's Basketball Coach/Recruiting Coordinator,2008,2008
887,Darius Carter,Coastal Carolina,Coastal Carolina,Assistant Women's Basketball Coach,2023,NA
887,Darius Carter,Coastal Carolina,Lander University,Associate Head Coach,2022,2023
887,Darius Carter,Coastal Carolina,Lander University,Defensive Coordinator,2021,2022
887,Darius Carter,Coastal Carolina,Northern Arizona,Recruiting Coordinator/Director of Scouting,2018,2021
887,Darius Carter,Coastal Carolina,Southern Wesleyan,Head Junior Varsity Coach/Recruiting/Player Development/Scouting,2017,2018
888,Tatum Burstrom,Coastal Carolina,Coastal Carolina,Assistant Women's Basketball Coach,2023,NA
888,Tatum Burstrom,Coastal Carolina,Carson-Newman,Assistant Coach,2016,2023
889,Dennis Cox,Coastal Carolina,Coastal Carolina,Assistant Coach / Defensive Coordinator,2024,NA
889,Dennis Cox,Coastal Carolina,California State University Maritime Academy,Head Women's Basketball Coach / Sports Coordinator,2011,2017
889,Dennis Cox,Coastal Carolina,San Francisco State University,Head Women's Basketball Coach,2005,2011
889,Dennis Cox,Coastal Carolina,Clayton State University,Head Women's Basketball Coach,2004,2014
889,Dennis Cox,Coastal Carolina,Daytona State College,Head Women's Basketball Coach,1996,2002
889,Dennis Cox,Coastal Carolina,Valencia College,Head Women's Basketball Coach,1989,1997
889,Dennis Cox,Coastal Carolina,Lake Highland Prep,Science Teacher / Girls Basketball Coach,1985,1989
889,Dennis Cox,Coastal Carolina,William R. Boone High School,Science Teacher / Basketball Coach,1982,1985
889,Dennis Cox,Coastal Carolina,Seminole Osceola High School,Science Teacher / Coach,1978,1982
889,Dennis Cox,Coastal Carolina,Pathways Private School,Director of Athletics and School Advancement,2017,2024
890,Chelsea Jameson,Coastal Carolina,Coastal Carolina,Director of Operations,2024,NA
890,Chelsea Jameson,Coastal Carolina,Coastal Carolina,"Graduate Assistant, Chanticleer Athletic Foundation",2024,2024
890,Chelsea Jameson,Coastal Carolina,Coastal Carolina,"Student Manager, Women's Basketball",2020,2023
891,Robin Harmony,College of Charleston,College of Charleston,Head Coach,2019,NA
891,Robin Harmony,College of Charleston,Lamar University,Head Coach,2013,2019
891,Robin Harmony,College of Charleston,St. Thomas (Fla.) University,Head Coach,2005,2013
891,Robin Harmony,College of Charleston,University of Miami (Fla.),Associate Head Coach,1993,2005
891,Robin Harmony,College of Charleston,University of Miami (Fla.),Assistant Coach,1988,1993
891,Robin Harmony,College of Charleston,Fairleigh Dickinson University,Assistant Coach,1987,1988
891,Robin Harmony,College of Charleston,University of Miami (Fla.),Assistant Coach,1985,1987
892,Randy Schneider,College of Charleston,College of Charleston,Associate Head Coach,2019,NA
892,Randy Schneider,College of Charleston,Lamar,Associate Head Coach,2013,2019
892,Randy Schneider,College of Charleston,St. Thomas (Fla.),Assistant Coach,2007,2013
893,Greg Long,College of Charleston,College of Charleston,Assistant Coach,2025,NA
893,Greg Long,College of Charleston,Mississippi College,Head Coach,2020,2025
893,Greg Long,College of Charleston,University of Arkansas at Monticello,Head Coach,2019,2020
893,Greg Long,College of Charleston,Trinity Catholic High School,Head Coach,2013,2014
893,Greg Long,College of Charleston,Central Arkansas,Assistant Coach,2014,2019
894,Chelsey Rhodes,College of Charleston,College of Charleston,Assistant Coach,2025,NA
894,Chelsey Rhodes,College of Charleston,Northeast Mississippi Community College,Head Coach,2022,2025
894,Chelsey Rhodes,College of Charleston,Delta State,Assistant Coach,NA,2022
894,Chelsey Rhodes,College of Charleston,University of Central Arkansas,Assistant Coach,NA,NA
895,Sane√© Cates,College of Charleston,College of Charleston,Director of Basketball Operations,2025,NA
895,Sane√© Cates,College of Charleston,Mississippi College,Student Assistant Coach,2024,2025
896,Katie Campbell,College of Charleston,College of Charleston,Student Manager,NA,NA
897,Shannon Bush,Colgate,Colgate,Head Women's Basketball Coach,2025,NA
897,Shannon Bush,Colgate,Cornell,Associate Head Coach,2024,2025
897,Shannon Bush,Colgate,Fresno State,Assistant Coach/Recruiting Coordinator,2017,2024
897,Shannon Bush,Colgate,Siena,Assistant Coach,2015,2017
897,Shannon Bush,Colgate,Vermont,Assistant Coach,2010,2015
897,Shannon Bush,Colgate,Sacred Heart,Assistant Coach,2006,2010
898,Sara Mitchell,Colgate,Colgate,Assistant Women's Basketball Coach/Recruiting Coordinator,2025,NA
898,Sara Mitchell,Colgate,Manhattan,Assistant Coach/Recruiting Coordinator,2023,2025
898,Sara Mitchell,Colgate,Yale,Assistant Coach/Recruiting Coordinator,2022,2023
898,Sara Mitchell,Colgate,New Jersey Institute of Technology,Assistant Coach,2018,2022
898,Sara Mitchell,Colgate,St. Thomas Aquinas College,Assistant Coach,2016,2018
898,Sara Mitchell,Colgate,New York University,Assistant Coach,2014,2016
899,Ethan Kenney,Colgate,Colgate,Assistant Women's Basketball Coach,2023,NA
899,Ethan Kenney,Colgate,Army West Point,Assistant Coach,2023,2023
899,Ethan Kenney,Colgate,Colgate,Director of Basketball Operations,2021,2023
899,Ethan Kenney,Colgate,George Washington,Marketing Intern,2020,2021
899,Ethan Kenney,Colgate,Tackle What's Next podcast,Marketing Intern,2020,2021
899,Ethan Kenney,Colgate,Washington Wizards,Marketing and Youth Basketball Intern,2019,2020
899,Ethan Kenney,Colgate,George Washington,Practice Player and Manager,2019,2021
899,Ethan Kenney,Colgate,Michigan,Practice Player,2015,2019
900,Jocelin Wright,Colgate,Colgate,Assistant Women's Basketball Coach,NA,NA
901,Zenise Chambers,Colgate,Colgate,Assistant Women's Basketball Coach/Director of Operations,NA,NA
902,Emily Garner,Cornell,Cornell,Head Coach of Women's Basketball,2024,NA
902,Emily Garner,Cornell,Trinity College,Head Coach,2016,2024
902,Emily Garner,Cornell,United States Military Academy at West Point,Assistant Coach and Recruiting Coordinator,2015,2016
902,Emily Garner,Cornell,Long Island University,Graduate Assistant Coach and Director of Operations,2010,2012
903,Courtnay Pilypaitis,Cornell,Cornell,Assistant Coach,2021,NA
903,Courtnay Pilypaitis,Cornell,Fresno State,Assistant Coach/Recruiting Coordinator,2021,2021
903,Courtnay Pilypaitis,Cornell,UMBC,Assistant Coach/International Recruiting Coordinator,2016,2019
903,Courtnay Pilypaitis,Cornell,Vermont,Assistant Coach/Recruiting Coordinator,2012,2016
904,LaSashia Connelly,Cornell,Cornell,Assistant Coach/Recruiting Coordinator,2024,NA
904,LaSashia Connelly,Cornell,Bucknell,Assistant Coach,2023,2024
904,LaSashia Connelly,Cornell,Bucknell,Manager of Basketball Operations,2021,2023
904,LaSashia Connelly,Cornell,Maine Maritime Academy,Assistant Coach,2018,2021
904,LaSashia Connelly,Cornell,Lenoir-Rhyne,Assistant Coach/Basketball Operations Manager,2016,2017
904,LaSashia Connelly,Cornell,Jimmy C. Draughn High School,Assistant Coach,2015,2016
905,Colleen Corcoran,Cornell,Cornell,Assistant Coach,2024,NA
905,Colleen Corcoran,Cornell,University at Albany,Director of Basketball Operations,2023,2024
905,Colleen Corcoran,Cornell,Dartmouth College,Director of Basketball Operations,2022,2023
905,Colleen Corcoran,Cornell,University at Albany,Graduate Assistant Coach,2020,2022
906,Vanese Barnes,Cornell,Cornell,Director of Operations,2024,NA
906,Vanese Barnes,Cornell,Tufts,Graduate Assistant Coach,2022,2024
906,Vanese Barnes,Cornell,Southern Maine Community College,Assistant Coach,2020,2022
906,Vanese Barnes,Cornell,Portland High School,Assistant Coach/Junior Varsity Head Coach,2019,2020
907,Ari Wideman,Cal State Bakersfield,Cal State Bakersfield,Head Women's Basketball Coach,2024,NA
907,Ari Wideman,Cal State Bakersfield,Toledo,Assistant Coach,2023,2024
907,Ari Wideman,Cal State Bakersfield,Arkansas State,Assistant Coach & Recruiting Coordinator,2022,2023
907,Ari Wideman,Cal State Bakersfield,San José State,Assistant Coach & Recruiting Coordinator,2018,2022
907,Ari Wideman,Cal State Bakersfield,Prairie View A&M,Graduate Assistant Coach,2016,2018
908,Ray Alvarado,Cal State Bakersfield,Cal State Bakersfield,Associate Head Coach,NA,NA
909,Malika Glover,Cal State Bakersfield,Cal State Bakersfield,Assistant Coach/Recruiting Coordinator,NA,NA
910,Fa-Ko-Fieme'a (Me'a) Hafoka-Latu,Cal State Bakersfield,Cal State Bakersfield,Assistant Coach,NA,NA
911,Erika Warren,Cal State Bakersfield,Cal State Bakersfield,Assistant Coach/Director of Basketball Operations,NA,NA
911,Erika Warren,Cal State Bakersfield,Emporia State University,Assistant Coach,NA,NA
911,Erika Warren,Cal State Bakersfield,Clarendon College,Assistant Coach,NA,NA
912,Clarisse White,Charleston Southern,Charleston Southern,Head Women's Basketball Coach,2021,NA
912,Clarisse White,Charleston Southern,Auburn,Interim Head Coach,2021,2021
912,Clarisse White,Charleston Southern,Auburn,Assistant Coach/Recruiting Coordinator,2016,2021
912,Clarisse White,Charleston Southern,Wake Forest,Assistant Coach,2012,2016
912,Clarisse White,Charleston Southern,Alabama,Assistant Coach,2011,2012
912,Clarisse White,Charleston Southern,Palm Beach Atlantic,Head Women's Basketball Coach,2009,2011
912,Clarisse White,Charleston Southern,Stetson,Assistant Coach/Recruiting Coordinator,2008,2009
912,Clarisse White,Charleston Southern,Seton Hill,Graduate Assistant,2007,2009
913,Ashley Reddick,Charleston Southern,Charleston Southern,Associate Head Coach/Recruiting Coordinator,2024,NA
913,Ashley Reddick,Charleston Southern,Charleston Southern,Assistant Coach,2021,2024
913,Ashley Reddick,Charleston Southern,Atlanta Bucks,Coach,2020,2021
913,Ashley Reddick,Charleston Southern,Nike ProSkills,Coach,2015,2019
913,Ashley Reddick,Charleston Southern,Oklahoma Wesleyan University,Top Assistant Coach,2011,2015
914,Cortez Mitchell,Charleston Southern,Charleston Southern,Assistant Coach,2024,NA
914,Cortez Mitchell,Charleston Southern,Copiah-Lincoln Community College,Assistant Men's Basketball Coach,2023,2024
914,Cortez Mitchell,Charleston Southern,Charleston Southern,Video Coordinator,2021,2023
915,Amir Gilliam,Charleston Southern,Charleston Southern,Assistant Coach,NA,NA
916,Lauren Bevis,Charleston Southern,Charleston Southern,Assistant Coach/Director of Operations,NA,NA
917,Kendall McGruder,Charleston Southern,Charleston Southern,Graduate Assistant Coach,2025,NA
918,Megan Griffith,Columbia,Columbia,Head Women's Basketball Coach,2016,NA
918,Megan Griffith,Columbia,Princeton,Assistant Coach/Recruiting Coordinator,2012,2016
918,Megan Griffith,Columbia,Princeton,Director of Basketball Operations,2010,2012
919,Tyler Cordell,Columbia,Columbia,"Associate Head Coach, Recruiting Coordinator",2022,NA
919,Tyler Cordell,Columbia,Columbia,Assistant Coach,2016,2022
919,Tyler Cordell,Columbia,Princeton,Director of Basketball Operations,2012,2016
919,Tyler Cordell,Columbia,Ithaca College,Graduate Assistant,2011,2012
920,Allie Bassetti,Columbia,Columbia,Assistant Coach,2022,NA
920,Allie Bassetti,Columbia,Manhattan College,Assistant Coach/Recruiting Coordinator/Defensive Coordinator,2016,2022
920,Allie Bassetti,Columbia,American University,Director of Basketball Operations,2013,2016
920,Allie Bassetti,Columbia,Rowan University,Assistant Coach/Recruiting Coordinator,2012,2013
921,Kizmahr Grell,Columbia,Columbia,Assistant Coach,2025,NA
921,Kizmahr Grell,Columbia,Dream Charter School,Senior Manager of Athletics,2021,2025
921,Kizmahr Grell,Columbia,Boys Hope Girls Hope,Admissions Associate,NA,2021
921,Kizmahr Grell,Columbia,Sports Challenge Leadership Academy,Coach and Leadership Trainer,2014,2025
922,Selina Lim,Columbia,Columbia,General Manager,NA,NA
923,Kiefer Haffey,Detroit Mercy,Detroit Mercy,Head Women's Basketball Coach,2025,NA
923,Kiefer Haffey,Detroit Mercy,Detroit Mercy,Associate Head Coach,2024,2025
